CaseID	VehicleNumber	GVEMake	GVEModel	GVEYear	GVEBodyType	GVEVehicleClass	GVECurbWeight	GVEWeightSource	GVECargoWeight	GVECargoSource	GVEVIN	GVESpecialUse	GVEInspection	GVEInspectionDate	GVEPARSevCode	GVERESSevCode	VINMake	VINModel	VINYear	Series	VINBodyType	Roof1	Roof2	Roof3	FrontWheelDrive	FourWheelDrive	GVERestraintType	Carburetion	FuelType	VINWeight	VehicleType	WheelConfig	DayRunningLights	BaseWeight	GVEMotorcycleDisplacement	GVETravelSpeed	GVEPostedSpeed	DriverPresent	PARAlcoholPresent	PARAlcoholTest	PARAlcoholTestResult	PARTestDelay	PARTestSource	PARDrugsPresent	ZipCode	EthnicOrigin	CMVCrashes	CMVViolations	NonCMVCrashes	NonCMVViolations	TotalCrashes	GVETotalViolations	PrevViolations	UnkTypeCrashes	MCMIScrashes	MCMIScmvViolations	MCMIScmvNonViolations	PSU	PSUStrata	RATWeight
331005767	2	12	401	1995	14	14	1923	2	0	1	1FMDU34X4S	0	3	2003-06-01	1	2	FORD	EPR	1995	EPR	4W	None/not available	Power sun/moon roof	Unknown	8	8	Unknown	888	Gas	1	Truck	44	Not available	9999	88888887	0	80	1	0	96	9999	97:97	0	0	19086	1	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
331005767	3	62	401	2001	14	14	2075	2	0	1	SALTY12451	0	3	2003-06-01	1	2	LNDR	DIS	2001	DSE	4W	Power sun/moon roof	Unknown	Unknown	8	8	Dual front air bags/active belts	888	Gas	2	Truck	44	Not available	9999	88888887	0	80	1	0	96	9999	97:97	0	0	19810	9	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
331005767	4	51	882	1988	63	60	7712	99	999999	0	4V2DCFJE2J	88	3	2003-06-01	4	4	WHGM	XPD	1988	XWX	TL	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	19147	4	88	0	88	1	88	1	1	88	1	98	98	6	1	19.812
331005867	1	82	881	2000	68	68	7258	99	16855	99	1FUYDSEB1Y	88	3	2003-07-01	2	2	FRHT	CON	2000	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	56	1	0	96	9999	97:97	0	0	08041	1	88	1	88	1	88	2	4	88	0	6	2	6	1	29.901
331005868	1	12	881	1994	63	60	5443	99	0	99	1FDXR82E7R	88	3	2003-07-01	2	2	FORD	CON	1994	N8F	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	9999	89	1	9	0	0	00:47	3	9	19136	1	88	0	88	1	88	2	2	88	0	7	0	6	1	29.901
331005868	2	86	883	2000	63	60	8493	99	999999	0	VG6M116A9Y	88	2	2003-07-01	9	0	MACK	200	2000	MS2	FB	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	6	Truck	42	Unknown	9999	88888887	0	89	1	9	99	9999	97:97	9	9	12084	1	98	98	98	98	98	98	98	98	98	98	98	6	1	29.901
331006007	1	49	40	1994	2	2	1460	2	0	1	4T1GK12C6R	0	3	2003-08-01	2	3	TOYT	CLE	1994	888	CP	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	3064	88888887	9999	80	1	0	0	0	01:29	3	0	19150	2	88	0	88	6	88	8	0	88	88	88	88	6	1	46.473
331006007	2	87	881	2000	63	60	9526	99	24041	99	1NPFLU0X8Y	88	3	2003-07-01	0	0	PTRB	CON	2000	378	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	96	9999	97:97	0	0	19526	1	88	0	88	0	88	0	12	88	0	2	1	6	1	46.473
331006008	1	72	706	2000	80	80	999999	0	999999	0	1HD1CHP16Y	88	2	2003-08-01	4	4	HD	20S	2000	888	RS	Unknown	Unknown	Unknown	8	8	Unknown	888	Unknown	0	Motorcycle	999	Unknown	999	1200	9999	56	1	0	0	0	99:99	4	0	19135	1	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
331006008	2	84	881	2000	63	60	10433	99	5165	99	1HTSDAAN0Y	88	3	2003-08-01	0	0	INTL	40S	2000	490	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	9999	56	1	0	96	9999	97:97	0	0	19120	2	88	0	88	1	88	1	2	88	0	2	0	6	1	19.812
331006127	1	85	881	1998	63	60	11794	99	0	99	1NKDLU0X1W	88	3	2003-10-01	0	0	KW	CON	1998	T80	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	8	56	1	0	96	9999	97:97	0	0	08330	2	88	1	88	3	88	4	11	88	98	98	98	6	1	19.812
331006249	1	82	881	2003	68	68	999999	0	999999	0	1FUJA6AV13	88	2	2003-11-01	4	3	FRHT	CON	2003	COL	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	0	0	06:49	4	1	72680	1	98	98	98	98	98	98	98	98	98	98	98	6	1	46.473
331006250	1	86	881	1993	68	68	6465	99	999999	0	1M1AA12Y5P	88	3	2003-11-01	1	2	MACK	600	1993	CH6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	64	89	1	0	96	9999	97:97	0	0	08093	1	88	1	88	6	88	7	16	88	0	7	1	6	1	29.901
331006253	1	51	43	1998	6	3	3259	2	0	1	YV1LZ5648W	0	2	2003-11-01	2	2	VOLV	VXC	1998	888	SW	None/not available	Power sun/moon roof	Unknown	N	Y	Dual air bags front and sides/active belts	T	Gas	0	Passenger Vehicle	999	Not available	3719	88888887	9999	80	1	0	96	9999	97:97	0	0	19710	1	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
331006253	2	51	881	2000	68	68	7076	99	18597	99	4V4ND3JJ8Y	88	3	2003-11-01	0	0	VOLV	VVN	2000	VVN	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	96	9999	97:97	0	0	19090	1	88	2	88	1	88	3	0	88	98	98	98	6	1	29.901
331006312	1	84	881	1999	68	68	8636	99	999999	0	2HSFHAER5X	88	3	2003-12-01	4	4	INTL	90S	1999	940	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	0	0	99:99	5	0	19136	1	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
331006314	1	51	881	1998	68	68	7711	99	18144	99	4VG7DEJH3W	88	3	2003-12-01	0	0	VOLV	VVN	1998	VVN	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	72	1	0	96	9999	97:97	0	0	21919	1	88	0	88	1	88	1	21	88	0	6	0	6	1	19.812
331006352	1	9	442	1992	20	20	1816	2	0	1	2P4GH25K4N	0	3	2003-12-01	3	3	PLYM	VOF	1992	VOF	SV	None/not available	Unknown	Unknown	8	8	Driver front air bag/passenger side active belt	888	Gas	1	Truck	42	Not available	9999	88888887	9999	48	1	9	0	68	00:50	3	0	19120	1	88	88	88	88	88	88	88	88	88	88	88	6	1	46.473
331006352	2	82	881	2003	68	68	7711	99	19051	99	1FUJA6CG93	88	3	2003-12-01	0	0	FRHT	CON	2003	COL	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	30906	2	88	2	88	0	88	2	2	88	0	5	1	6	1	46.473
332006056	1	82	881	2002	62	60	5960	99	2812	99	1FVABPAL62	88	3	2003-04-01	2	2	FRHT	MCV	2002	F60	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	6	Truck	42	Unknown	9999	88888887	48	64	1	9	97	9999	99:99	1	9	1	2	0	88	0	88	0	0	88	88	88	88	88	8	2	206.963
332006211	1	82	881	2002	68	68	7711	99	21092	99	1FUJA6CG82	88	3	2003-06-01	1	2	FRHT	CON	2002	COL	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	72	72	1	0	96	9999	97:97	0	0	44241	1	88	0	88	2	88	2	6	88	0	4	1	8	2	206.963
332006431	1	86	881	1987	63	60	999999	0	999999	0	1M2P138C7H	88	3	2003-09-01	0	0	MACK	600	1987	RD6	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	24	56	1	0	96	9999	99:99	0	0	15142	1	88	0	88	0	88	0	6	88	98	98	98	8	2	0
332006531	1	86	881	1999	63	60	12701	99	20412	99	1M2AD62C6X	88	2	2003-09-01	0	0	MACK	700	1999	CL7	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	56	64	1	0	0	0	99:99	1	0	16101	9	98	98	98	98	98	98	98	98	98	98	98	8	2	137.133
332006696	1	87	881	1996	68	68	6218	99	999999	0	1XP5DB9X4T	88	3	2003-11-01	1	2	PTRB	CON	1996	379	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	80	40	1	0	96	9999	97:97	0	0	16652	1	88	2	88	1	88	3	10	88	0	1	1	8	2	206.963
332006697	1	85	881	1996	68	68	6426	99	10093	99	1XKADR9X6T	88	3	2003-11-01	4	4	KW	CON	1996	T60	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	105	72	1	9	0	0	22:40	4	9	49421	9	98	98	98	98	98	98	98	98	98	98	98	8	2	137.133
332006751	1	82	881	2003	68	68	7711	99	999999	0	1FVJAHCG83	88	3	2003-12-01	1	2	FRHT	CON	2003	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	105	72	1	0	96	9999	97:97	0	0	15065	1	88	5	88	0	88	5	3	88	0	3	2	8	2	206.963
333006234	1	98	808	2000	63	60	11340	99	999999	0	2FZXEDYB2Y	88	3	2003-05-01	4	4	STRG	STE	2000	LT9	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	0	0	00:58	3	0	20735	2	98	98	98	98	98	98	98	98	98	98	98	9	8	216.96
333006234	2	86	881	2001	68	68	5434	99	999999	0	1M1AA09Y11	88	3	2003-05-01	2	2	MACK	600	2001	CH6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	42	Unknown	9999	88888887	9999	80	1	0	0	0	03:56	3	0	20602	2	98	98	98	98	98	98	98	98	98	98	98	9	8	216.96
333006294	1	51	881	1996	68	68	999999	0	18144	99	4V4JDBJF0T	88	3	2003-05-01	2	2	VOLV	WCN	1996	WGM	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	56	1	0	96	9999	99:99	0	0	21225	1	88	1	88	0	88	3	4	88	0	1	0	9	8	468.821
333006374	1	86	881	2000	68	68	6541	99	0	99	1M1AA14Y9Y	88	3	2003-06-01	0	0	MACK	600	2000	CH6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	0	8	98	8888	99:99	6	8	99998	8	97	97	97	97	97	97	97	97	97	97	97	9	8	756.035
333006374	2	82	881	1998	68	68	7258	99	999999	0	1FUYDSEB9W	88	3	2003-06-01	2	3	FRHT	CON	1998	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	31516	1	88	5	88	0	88	5	3	88	98	98	98	9	8	756.035
333006454	1	12	16	1988	4	4	1714	4	0	1	2FABP74F0J	0	2	2003-06-01	3	3	FORD	CVL	1988	888	4D	None/not available	Unknown	Unknown	N	N	Unknown	F	Gas	0	Passenger Vehicle	999	Not available	3820	88888887	9999	89	1	0	96	9999	99:99	0	0	22485	2	88	0	88	2	88	2	0	88	88	88	88	9	8	756.035
333006454	2	82	881	1993	68	68	999999	0	0	99	1FUYFDYB2P	88	3	2003-06-01	0	0	FRHT	CON	1993	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	99:99	0	0	20783	3	88	0	88	0	88	1	0	88	0	98	98	9	8	756.035
333006634	1	41	46	1995	2	1	1108	1	0	1	JM1EC4354S	0	2	2003-08-01	3	3	MAZD	M3R	1995	888	CP	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2443	88888887	9999	89	1	0	96	9999	97:97	0	0	38141	9	98	98	98	98	98	98	98	98	98	98	98	9	8	0
333006634	2	87	881	1998	68	68	8165	99	0	99	1XP5DB9X7W	88	3	2003-08-01	0	0	PTRB	CON	1998	379	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	93301	1	88	88	88	88	88	0	88	88	0	9	0	9	8	0
333006714	1	24	2	2001	17	2	1087	8	5	1	1G8ZP12801	0	2	2003-09-01	3	3	STRN	SC1	2001	888	3P	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Standard	2396	88888887	9999	89	1	0	96	9999	97:97	0	0	20736	1	88	0	88	2	88	2	0	88	88	88	88	9	8	756.035
333006714	2	38	402	1999	14	14	2064	2	0	1	4S2CK58W3X	0	2	2003-09-01	0	0	ISU	ROD	1999	RLL	4W	None/not available	Power sun/moon roof	Unknown	8	8	Dual front air bags/active belts	888	Gas	1	Truck	42	Unknown	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	20657	1	88	0	88	1	88	1	0	88	88	88	88	9	8	756.035
333006714	3	82	881	2000	68	68	7711	99	20865	99	1FUPDDZB4Y	88	3	2003-09-01	0	0	FRHT	CON	2000	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	23976	1	88	0	88	0	88	1	0	88	0	8	0	9	8	756.035
333006859	1	35	47	1997	4	2	1294	2	0	1	1N4BU31D9V	0	3	2003-11-01	4	4	NISS	AGS	1997	888	4D	None/not available	Manual sun/ moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2756	88888887	9999	89	1	0	0	0	99:99	4	0	20886	2	98	98	98	98	98	98	98	98	98	98	98	9	8	0
333006859	2	84	881	1999	68	68	6577	99	0	99	2HSFRAMRXX	88	3	2003-10-01	0	0	INTL	910	1999	910	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	7	99	9999	97:97	9	7	22508	1	88	88	88	88	88	88	88	88	98	98	98	9	8	0
333006958	1	86	881	1988	68	68	6350	99	0	99	1M1N179Y7J	88	3	2003-12-01	3	3	MACK	600	1988	R60	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	105	1	0	0	0	00:33	3	0	20623	1	88	3	88	10	88	13	26	88	0	98	98	9	8	756.035
333006978	1	85	881	1997	68	68	7711	99	11794	99	1XKDDB9XXV	88	3	2003-12-01	2	2	KW	CON	1997	T80	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	30327	1	88	88	88	88	88	0	88	88	0	8	1	9	8	468.821
333006978	2	85	881	2004	68	68	7861	99	12650	99	1XKADB9XX4	88	3	2003-12-01	0	0	KW	CON	2004	T60	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	69001	1	88	4	88	2	88	6	2	88	1	1	0	9	8	468.821
333007018	1	13	1	1990	4	5	1826	2	999999	0	1LNLM81F8L	0	2	2003-12-01	4	4	LINC	TNC	1990	888	4D	None/not available	Power sun/moon roof	Unknown	N	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	4028	88888887	9999	89	1	0	0	0	19:26	4	0	20744	2	98	98	98	98	98	98	98	98	98	98	98	9	8	216.96
333007018	2	35	401	1990	14	14	2268	2	999999	0	JN8HD17Y4L	0	2	2003-12-01	3	3	NISS	PFI	1990	PFI	4W	None/not available	Manual sun/ moon roof	Unknown	8	8	Active (manual) belts	888	Gas	1	Truck	44	Not available	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	20603	9	98	98	98	98	98	98	98	98	98	98	98	9	8	216.96
333007018	3	84	881	1995	63	60	5583	99	3629	99	1HTSHAAR4S	88	3	2003-12-01	0	0	INTL	40S	1995	490	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	21222	3	88	0	88	1	88	1	0	88	0	12	0	9	8	216.96
335006545	1	51	881	1999	68	68	7893	99	10826	99	4VG7DAGH5X	88	3	2003-05-01	2	2	VOLV	VVN	1999	VVN	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	61301	1	0	0	0	2	0	2	0	88	98	98	98	11	6	125.127
335006546	1	51	881	2003	68	68	8255	99	6107	99	4V4NC9JHX3	88	3	2003-05-01	2	2	VOLV	VVN	2003	VVN	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	1	1	0	88	0	88	0	0	88	88	88	88	88	11	6	125.127
335006565	1	84	881	2003	62	60	6772	99	1593	99	1HTMMAAM33	88	3	2003-05-01	2	3	INTL	40S	2003	430	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	6	Truck	42	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	60803	3	88	0	88	2	88	2	0	88	98	98	98	11	6	68.691
335006827	1	22	18	2002	4	3	1414	2	0	1	1G2NF52E02	0	3	2003-08-01	2	3	PONT	SE1	2002	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Standard	3116	88888887	9999	89	1	0	96	9999	97:97	0	0	48130	1	88	0	88	4	88	4	1	88	88	88	88	11	6	68.691
335006827	2	98	808	2003	68	68	7620	99	17835	99	2FWJAZAV03	88	3	2003-08-01	0	0	STRG	STE	2003	LT9	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	43612	1	88	1	88	1	88	2	0	88	0	9	1	11	6	68.691
335006828	1	20	441	1999	20	20	1983	8	45	1	1GNDM19W8X	0	3	2003-08-01	4	4	CHEV	AST	1999	AST	ES	None/not available	Unknown	Unknown	8	8	Dual front air bags/active belts	888	Gas	1	Truck	42	Standard	9999	88888887	9999	80	1	0	0	0	99:99	4	0	48178	1	98	98	98	98	98	98	98	98	98	98	98	11	6	21.198
335006828	2	23	881	1986	63	60	5443	99	0	99	1GDG7D1B3G	88	3	2003-08-01	0	0	GMC	C6V	1986	C7D	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Gas	6	Truck	42	Unknown	9999	88888887	9999	80	1	0	0	0	01:00	1	0	48170	1	98	98	98	98	98	98	98	98	98	98	98	11	6	21.198
335006865	1	54	31	1995	3	2	1147	1	0	1	JH4DC4454S	0	3	2003-09-01	4	4	ACUR	ILS	1995	888	2H	Power sun/moon roof	Unknown	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2614	88888887	9999	80	1	0	0	0	04:06	3	0	48197	1	98	98	98	98	98	98	98	98	98	98	98	11	6	21.198
335006865	2	85	881	1999	69	68	8496	99	48988	99	1XKDDB0X0X	88	3	2003-08-01	1	0	KW	CON	1999	T80	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	0	9999	02:30	2	0	48198	1	0	1	0	5	0	6	0	88	88	88	88	11	6	21.198
335006931	1	23	881	1995	63	60	8573	99	2885	99	1GDM7H1M1S	88	3	2003-09-01	2	3	GMC	TOP	1995	C7H	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Gas	7	Truck	42	Unknown	9999	88888887	9999	89	1	0	0	0	06:54	3	0	49251	1	0	0	0	1	0	1	0	88	98	98	98	11	6	68.691
335007048	1	20	402	1998	14	14	1135	1	23	1	2CNBJ186XW	0	3	2003-10-01	4	4	CHEV	TKR	1998	TKR	2W	None/not available	Unknown	Unknown	8	8	Dual front air bags/active belts	888	Gas	1	Truck	44	Standard	9999	88888887	9999	32	1	7	0	112	12:14	4	7	48111	1	98	98	98	98	98	98	98	98	98	98	98	11	6	21.198
335007048	2	82	881	2004	68	68	8437	99	21319	99	1FUJA6CK14	88	3	2003-10-01	0	0	FRHT	CON	2004	COL	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	0	0	09:47	1	0	58103	1	88	88	88	88	88	0	88	88	98	98	98	11	6	21.198
335007108	1	82	881	1996	68	68	6804	99	9281	99	2FV7D0Y90T	88	3	2003-11-01	1	2	FRHT	CON	1996	FLD	GL	Unknown	Unknown	Unknown	8	8	Unknown	888	Unknown	8	Truck	999	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	43615	1	99	0	99	3	99	3	13	88	0	11	1	11	6	125.127
335007109	1	20	481	2003	31	31	1917	4	40	1	1GCEC14X83	0	2	2003-11-01	0	0	CHEV	SIL	2003	SC1	PK	None/not available	Unknown	Unknown	8	8	Unknown	888	Gas	2	Truck	42	Standard	9999	88888887	9999	105	1	0	96	9999	97:97	0	0	49203	1	0	0	0	1	0	1	0	88	88	88	88	11	6	125.127
335007109	2	20	36	1998	2	3	1486	2	30	1	2G1WW12MXW	0	3	2003-11-01	1	2	CHEV	MLS	1998	888	CP	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Standard	3239	88888887	9999	105	1	0	96	9999	97:97	0	0	48160	1	0	0	0	1	0	1	0	88	88	88	88	11	6	125.127
335007109	3	82	881	2001	68	68	7575	99	19585	99	1FUJA6CG81	88	3	2003-12-01	0	0	FRHT	CON	2001	COL	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	43615	1	88	1	88	0	88	1	0	88	0	1	0	11	6	125.127
335007154	1	9	442	1993	20	20	1473	3	0	1	2P4GH25K6P	0	3	2003-11-01	4	4	PLYM	VOF	1993	VOF	SV	None/not available	Unknown	Unknown	8	8	Driver front air bag/passenger side active belt	888	Gas	1	Truck	42	Not available	9999	88888887	9999	80	1	1	0	118	11:30	4	1	48104	1	98	98	98	98	98	98	98	98	98	98	98	11	6	21.198
335007154	2	84	881	1999	68	68	8255	99	32205	99	2HSFTAER3X	88	3	2003-12-01	0	0	INTL	990	1999	990	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	0	0	99:99	1	0	44615	1	88	4	88	2	88	7	4	88	1	4	0	11	6	21.198
335007248	1	20	882	2002	61	60	4304	99	816	99	J8BE5B1432	88	3	2003-12-01	2	2	CHEV	550	2002	W55	TB	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	5	Truck	42	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	48089	1	88	0	88	7	88	9	2	88	0	2	1	11	6	125.127
336006304	1	12	15	1993	2	2	1149	2	14	1	1FAPP31X4P	0	3	2003-10-01	4	4	FORD	TGL	1993	888	2D	None/not available	Unknown	Unknown	Y	N	Unknown	F	Gas	0	Passenger Vehicle	999	Not available	2532	88888887	9999	89	1	1	0	230	39:14	4	1	49444	1	0	88	0	88	0	0	88	88	88	88	88	13	6	41.321
336006304	2	12	881	1997	63	60	10433	99	0	99	1FDYS96T2V	88	3	2003-10-01	1	3	FORD	COH	1997	L9T	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	49412	1	0	0	0	2	0	2	0	88	98	98	98	13	6	41.321
336006328	1	20	461	2000	21	21	2839	4	113	1	1GAHG39R9Y	0	3	2003-10-01	2	2	CHEV	EXP	2000	EX3	ES	None/not available	Unknown	Unknown	8	8	Dual front air bags/active belts	888	Gas	2	Truck	42	Standard	9999	88888887	9999	72	1	0	96	9999	97:97	0	0	49442	2	0	0	0	2	0	2	0	88	88	88	88	13	6	243.914
336006328	2	84	881	1998	63	60	8124	99	1043	99	1HTSDAAN2W	88	3	2003-10-01	0	0	INTL	40S	1998	490	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	9999	0	1	0	96	9999	97:97	0	0	49412	1	0	0	0	1	0	1	0	88	98	98	98	13	6	243.914
336006368	1	37	32	1988	4	2	1095	2	0	1	1HGCA5543J	0	3	2003-10-01	3	2	HOND	UXI	1988	888	4D	None/not available	Unknown	Unknown	Y	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	2553	88888887	9999	56	1	0	96	9999	97:97	0	0	49441	1	0	0	1	0	1	2	0	88	88	88	88	13	6	243.914
336006368	2	12	881	1996	69	68	6790	99	63504	99	1FTZA99W1T	88	3	2003-10-01	0	0	FORD	COL	1996	9LT	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	56	1	0	96	9999	97:97	0	0	49807	1	0	0	0	3	0	4	0	88	0	0	1	13	6	243.914
337006085	1	85	881	1999	68	68	7575	99	999999	0	1XKAD69XXX	88	3	2003-05-01	9	0	KW	CON	1999	T60	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	8	56	1	0	96	9999	97:97	0	0	33567	1	88	88	88	88	88	0	88	88	0	2	0	41	7	111.86
337006162	1	30	42	1986	1	1	1022	2	23	1	WVWCA0156G	0	3	2003-06-01	3	3	VOLK	CAB	1986	888	CV	Other/unknown	Unknown	Unknown	Y	N	Active (manual) belts	F	Gas	0	Passenger Vehicle	999	Not available	2254	88888887	8	72	1	0	96	9999	97:97	0	0	33325	1	88	0	88	1	88	1	2	88	88	88	88	41	7	111.86
337006162	2	82	881	2000	68	68	7258	99	0	99	1FUYDDZB4Y	88	3	2003-06-01	0	0	FRHT	CON	2000	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	8	72	1	0	96	9999	97:97	0	0	52806	1	88	0	88	1	88	2	0	88	98	98	98	41	7	111.86
337006282	1	37	32	2002	4	3	1375	8	0	1	JHMCG56452	0	3	2003-08-01	3	3	HOND	ULX	2002	888	4D	None/not available	Unknown	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	3097	88888887	97	105	1	0	0	0	03:54	3	0	33317	1	0	88	1	88	1	0	88	88	88	88	88	41	7	111.86
